relevance,word_in_title,word_in_description,word_in_attribute,len_of_query,len_of_attributes,brandname,nrBullets,search_term_nrNumbers,product_title_nrNumbers,product_description_nrNumbers,attributes_nrNumbers,product_title_measurements_nrMeasurementMatch,product_description_measurements_nrMeasurementMatch,attributes_measurements_nrMeasurementMatch
2.33,1,2,2,3,175,1.0,15,0,1,4,12,0,0,0
2.67,3,3,2,3,175,1.0,15,0,1,4,12,0,0,0
2.75,0,0,0,1,57,1.0,6,0,2,2,7,0,0,0
2.67,1,2,2,2,64,1.0,5,0,3,7,6,0,0,0
2.67,1,2,1,2,103,1.0,6,0,2,6,13,0,0,0
2.0,2,2,0,3,103,1.0,6,0,2,6,13,0,0,0
3.0,1,1,1,2,103,1.0,6,0,2,6,13,0,0,0
1.67,1,2,1,3,93,1.0,8,0,0,5,10,0,0,0
2.0,1,2,1,3,93,1.0,8,0,0,5,10,0,0,0
2.67,1,1,1,3,93,1.0,8,0,0,5,10,0,0,0
2.67,0,1,0,2,93,1.0,8,0,0,5,10,0,0,0
2.67,2,2,1,4,93,1.0,8,0,0,5,10,0,0,0
1.67,0,1,0,2,79,1.0,5,0,1,2,8,0,0,0
3.0,1,2,1,3,79,1.0,5,0,1,2,8,0,0,0
3.0,3,0,0,4,79,1.0,5,0,1,2,8,0,0,0
1.67,1,2,1,2,58,1.0,4,0,0,3,6,0,0,0
1.67,2,3,1,3,70,1.0,6,0,0,0,4,0,0,0
2.33,2,2,1,3,43,1.0,4,0,2,4,4,0,0,0
1.33,1,1,1,2,110,1.0,10,1,0,1,7,0,0,0
1.67,0,0,1,2,110,1.0,10,0,0,1,7,0,0,0
1.0,1,2,1,3,110,1.0,10,0,0,1,7,0,0,0
2.33,0,0,0,1,131,1.0,12,0,1,6,19,0,0,0
1.67,1,2,1,3,131,1.0,12,0,1,6,19,0,0,0
3.0,1,3,2,3,131,1.0,12,0,1,6,19,0,0,0
2.67,4,6,2,6,131,1.0,12,0,1,6,19,0,0,0
3.0,3,3,0,3,131,1.0,12,0,1,6,19,0,0,0
2.33,2,4,2,6,131,1.0,12,0,1,6,19,0,0,0
3.0,3,3,2,3,67,1.0,7,0,2,3,6,0,0,0
3.0,1,2,2,4,84,1.0,6,1,3,1,11,0,0,0
2.67,1,1,0,1,60,1.0,8,0,1,3,9,0,0,0
3.0,2,2,0,2,47,1.0,8,0,2,0,6,0,0,0
2.0,2,2,1,3,50,1.0,6,1,2,1,8,0,0,0
3.0,3,3,1,3,51,1.0,6,0,2,2,7,0,0,0
1.33,2,1,0,2,49,1.0,6,1,1,1,5,0,0,0
2.33,2,2,1,4,49,1.0,6,0,1,1,5,0,0,0
2.67,2,2,1,2,49,1.0,6,0,1,1,5,0,0,0
1.33,0,1,1,3,49,1.0,6,0,1,1,5,0,0,0
2.67,0,0,0,1,111,1.0,12,0,2,3,6,0,0,0
2.0,2,2,2,2,111,1.0,12,0,2,3,6,0,0,0
2.33,0,0,0,2,111,1.0,12,0,2,3,6,0,0,0
2.0,1,1,1,2,83,1.0,8,0,1,2,8,0,0,0
1.33,1,2,1,3,83,1.0,8,0,1,2,8,0,0,0
1.33,1,2,1,2,83,1.0,8,0,1,2,8,0,0,0
2.67,2,2,0,2,76,1.0,5,0,2,3,5,0,0,0
3.0,2,1,1,2,67,1.0,4,0,2,3,13,0,0,0
2.67,2,2,2,3,67,1.0,4,0,2,3,13,0,0,0
1.0,0,0,0,1,67,1.0,4,0,2,3,13,0,0,0
1.33,0,0,0,2,67,1.0,4,0,2,3,13,0,0,0
2.0,0,1,1,2,321,1.0,12,0,1,8,24,0,0,0
2.67,3,5,5,5,321,1.0,12,0,1,8,24,0,0,0
3.0,1,1,1,2,321,1.0,12,0,1,8,24,0,0,0
1.33,1,2,1,3,321,1.0,12,0,1,8,24,0,0,0
2.0,2,2,1,3,321,1.0,12,0,1,8,24,0,0,0
2.67,2,3,3,4,321,1.0,12,0,1,8,24,0,0,0
2.0,3,3,3,5,321,1.0,12,1,1,8,24,0,0,0
2.33,1,1,1,3,321,1.0,12,0,1,8,24,0,0,0
2.33,1,2,2,2,321,1.0,12,0,1,8,24,0,0,0
2.0,1,3,3,3,321,1.0,12,0,1,8,24,0,0,0
2.33,1,1,2,5,321,1.0,12,1,1,8,24,0,0,0
2.33,0,0,0,1,71,1.0,6,0,2,4,3,0,0,0
1.33,1,2,1,3,71,1.0,6,0,2,4,3,0,0,0
2.67,0,0,0,2,71,1.0,6,0,2,4,3,0,0,0
3.0,1,2,2,3,71,1.0,6,0,2,4,3,0,0,0
2.0,1,3,3,3,365,1.0,13,0,1,5,22,0,0,0
2.67,2,1,1,2,199,1.0,12,0,2,4,14,0,0,0
2.67,1,1,1,3,86,1.0,6,0,3,3,11,0,0,0
3.0,2,2,1,2,86,1.0,6,0,3,3,11,0,0,0
2.0,1,2,3,3,84,1.0,7,1,2,4,5,0,0,0
2.67,2,0,0,4,84,1.0,7,0,2,4,5,0,0,0
2.67,2,1,2,4,84,1.0,7,0,2,4,5,0,0,0
2.33,3,3,1,4,84,1.0,7,0,2,4,5,0,0,0
2.0,2,2,0,4,84,1.0,7,0,2,4,5,0,0,0
2.33,3,2,1,3,84,1.0,7,0,2,4,5,0,0,0
2.67,4,4,2,5,84,1.0,7,0,2,4,5,0,0,0
2.33,1,1,1,2,84,1.0,7,0,2,4,5,0,0,0
3.0,2,2,2,3,240,1.0,9,0,2,0,7,0,0,0
3.0,1,1,0,2,91,1.0,9,0,0,1,5,0,0,0
1.67,2,2,0,2,91,1.0,9,0,0,1,5,0,0,0
1.67,2,3,3,4,91,1.0,9,0,0,1,5,0,0,0
1.33,1,2,1,2,74,1.0,9,0,1,6,12,0,0,0
2.67,0,2,0,2,74,1.0,9,0,1,6,12,0,0,0
1.33,1,2,1,2,39,1.0,4,0,0,0,4,0,0,0
3.0,2,2,1,2,88,1.0,7,0,0,5,16,0,0,0
1.0,0,0,0,2,102,1.0,8,0,1,2,7,0,0,0
2.67,1,2,1,4,102,1.0,8,0,1,2,7,0,0,0
1.67,0,2,2,5,102,1.0,8,0,1,2,7,0,0,0
1.0,0,0,0,1,102,1.0,8,0,1,2,7,0,0,0
2.0,1,1,1,2,102,1.0,8,0,1,2,7,0,0,0
2.67,2,1,1,2,137,1.0,7,0,2,0,6,0,0,0
2.67,4,4,2,7,137,1.0,7,2,2,0,6,0,0,0
2.67,1,1,0,2,58,1.0,11,0,0,1,12,0,0,0
1.67,0,1,0,2,50,1.0,4,0,0,1,6,0,0,0
1.33,1,3,2,3,50,1.0,4,0,0,1,6,0,0,0
3.0,2,2,2,2,106,1.0,9,0,5,7,16,0,0,0
2.67,2,1,1,2,106,1.0,9,0,5,7,16,0,0,0
3.0,3,3,2,3,106,1.0,9,1,5,7,16,0,0,0
2.33,3,3,0,4,51,1.0,4,0,0,0,10,0,0,0
1.33,1,1,0,4,51,1.0,4,0,0,0,10,0,0,0
1.33,1,1,0,3,51,1.0,4,0,0,0,10,0,0,0
1.33,0,0,0,2,85,1.0,4,0,1,0,1,0,0,0
2.0,0,0,0,3,49,1.0,4,0,1,0,9,0,0,0
2.67,5,4,5,5,49,1.0,4,1,1,0,9,0,0,0
2.0,2,2,2,6,49,1.0,4,0,1,0,9,0,0,0
3.0,2,2,2,3,49,1.0,4,0,1,0,9,0,0,0
2.67,3,3,0,3,37,1.0,4,0,1,3,9,0,0,0
2.33,2,1,1,5,41,1.0,5,0,0,4,6,0,0,0
1.0,0,2,2,4,41,1.0,5,0,0,4,6,0,0,0
3.0,1,1,0,1,88,1.0,5,0,1,1,7,0,0,0
2.33,1,2,1,3,132,1.0,10,1,1,2,18,0,0,0
2.0,1,1,1,3,132,1.0,10,1,1,2,18,0,0,0
2.0,1,1,1,3,132,1.0,10,1,1,2,18,0,0,0
2.0,1,1,0,2,132,1.0,10,0,1,2,18,0,0,0
2.33,3,2,2,3,132,1.0,10,1,1,2,18,1,0,0
2.0,3,3,2,4,132,1.0,10,1,1,2,18,0,0,0
3.0,0,0,0,2,167,1.0,13,0,0,5,10,0,0,0
2.0,2,2,1,3,50,1.0,4,1,1,1,12,0,0,0
2.67,2,2,0,2,50,1.0,4,0,1,1,12,0,0,0
2.67,3,0,0,5,50,1.0,4,0,1,1,12,0,0,0
3.0,1,1,0,2,42,1.0,4,0,0,0,10,0,0,0
3.0,1,1,0,2,42,1.0,4,0,0,0,10,0,0,0
3.0,2,1,0,2,42,1.0,4,0,0,0,10,0,0,0
2.33,2,1,0,3,42,1.0,4,0,0,0,10,0,0,0
3.0,2,1,0,3,42,1.0,4,0,0,0,10,0,0,0
2.33,3,3,0,4,42,1.0,4,0,0,0,10,0,0,0
1.33,1,1,0,1,84,1.0,5,0,2,1,6,0,0,0
2.67,0,1,0,2,30,1.0,4,0,1,5,6,0,0,0
2.0,2,2,1,4,72,1.0,7,0,2,6,8,0,0,0
1.67,2,2,2,2,72,1.0,7,0,2,6,8,0,0,0
2.33,1,1,0,2,56,1.0,5,0,0,6,6,0,0,0
2.33,2,3,0,4,56,1.0,5,0,0,6,6,0,0,0
3.0,1,1,0,1,56,1.0,5,0,0,6,6,0,0,0
2.0,0,1,0,3,56,1.0,5,0,0,6,6,0,0,0
2.67,2,2,0,2,56,1.0,5,0,0,6,6,0,0,0
2.67,1,2,0,2,56,1.0,5,0,0,6,6,0,0,0
3.0,4,5,3,6,125,1.0,10,1,1,3,5,0,0,0
2.0,2,3,1,5,125,1.0,10,0,1,3,5,0,0,0
2.33,1,3,2,3,125,1.0,10,0,1,3,5,0,0,0
2.33,1,1,0,2,125,1.0,10,0,1,3,5,0,0,0
1.33,2,2,1,4,269,1.0,13,0,1,2,18,0,0,0
2.67,2,2,1,2,86,1.0,6,0,0,0,6,0,0,0
3.0,3,2,2,3,92,1.0,10,0,1,8,10,0,0,0
3.0,1,1,0,2,35,1.0,4,0,2,0,7,0,0,0
2.33,0,1,1,2,51,1.0,5,0,1,1,5,0,0,0
2.67,1,2,2,2,51,1.0,5,0,1,1,5,0,0,0
1.67,0,2,2,4,51,1.0,5,0,1,1,5,0,0,0
3.0,2,2,0,2,102,1.0,7,0,0,7,16,0,0,0
2.67,2,2,1,3,102,1.0,7,0,0,7,16,0,0,0
2.0,1,1,0,3,99,1.0,9,0,1,2,12,0,0,0
3.0,2,3,2,3,99,1.0,9,1,1,2,12,0,0,0
2.0,4,4,1,4,176,1.0,6,0,0,9,11,0,0,0
3.0,3,3,2,4,95,1.0,10,0,0,5,21,0,0,0
3.0,2,3,1,5,95,1.0,10,0,0,5,21,0,0,0
2.33,6,6,3,8,69,1.0,7,0,2,1,13,0,0,0
1.67,3,4,0,6,69,1.0,7,0,2,1,13,0,0,0
2.0,2,2,0,3,69,1.0,7,1,2,1,13,0,0,0
3.0,1,1,0,2,69,1.0,7,0,2,1,13,0,0,0
3.0,1,1,0,2,110,1.0,8,0,2,4,10,0,0,0
2.33,3,3,1,3,110,1.0,8,0,2,4,10,0,0,0
3.0,1,1,0,2,79,1.0,7,0,2,7,13,0,0,0
2.67,3,1,1,4,32,1.0,5,1,1,4,4,0,0,0
3.0,2,0,0,2,32,1.0,5,0,1,4,4,0,0,0
2.0,2,1,0,3,58,1.0,5,0,2,2,11,0,0,0
3.0,2,2,1,2,58,1.0,5,0,2,2,11,0,0,0
2.67,2,0,0,4,58,1.0,5,0,2,2,11,0,0,0
2.0,2,2,1,4,58,1.0,5,0,2,2,11,0,0,0
2.33,1,1,0,2,85,1.0,6,0,1,8,9,0,0,0
3.0,0,1,0,2,85,1.0,6,0,1,8,9,0,0,0
2.0,1,1,0,3,85,1.0,6,1,1,8,9,0,0,0
2.67,4,3,3,4,55,1.0,4,0,3,0,9,0,0,0
3.0,1,2,2,3,55,1.0,4,0,3,0,9,0,0,0
2.33,1,2,2,2,55,1.0,4,0,3,0,9,0,0,0
3.0,2,1,0,2,102,1.0,7,0,0,2,11,0,0,0
1.67,1,1,0,1,102,1.0,7,0,0,2,11,0,0,0
1.33,2,2,1,4,97,1.0,7,0,0,1,4,0,0,0
3.0,2,1,1,2,122,1.0,11,0,0,2,12,0,0,0
2.67,1,3,3,4,122,1.0,11,0,0,2,12,0,0,0
2.67,1,3,3,3,122,1.0,11,0,0,2,12,0,0,0
3.0,1,0,0,2,39,1.0,4,1,1,0,10,0,0,0
2.0,1,2,2,3,133,1.0,9,0,0,7,9,0,0,0
2.67,2,2,1,4,50,1.0,5,0,1,1,4,0,0,0
1.67,0,1,1,3,50,1.0,5,0,1,1,4,0,0,0
3.0,5,5,0,5,57,1.0,6,0,1,4,6,0,0,0
3.0,2,3,1,3,57,1.0,6,0,1,4,6,0,0,0
2.67,1,1,0,2,57,1.0,6,0,1,4,6,0,0,0
3.0,1,1,1,1,89,1.0,6,0,3,0,6,0,0,0
2.33,0,0,0,1,54,1.0,5,0,1,4,7,0,0,0
3.0,2,2,2,2,69,1.0,5,0,0,4,7,0,0,0
2.33,1,1,1,2,69,1.0,5,0,0,4,7,0,0,0
2.67,1,2,2,2,69,1.0,5,0,0,4,7,0,0,0
3.0,3,3,2,3,80,1.0,8,1,1,0,5,0,0,0
2.67,3,4,2,4,80,1.0,8,1,1,0,5,0,0,0
2.33,1,2,1,2,80,1.0,8,0,1,0,5,0,0,0
2.33,1,2,0,3,80,1.0,8,0,1,0,5,0,0,0
3.0,1,5,3,5,80,1.0,8,0,1,0,5,0,0,0
2.33,2,3,1,3,80,1.0,8,0,1,0,5,0,0,0
2.33,2,3,2,3,80,1.0,8,0,1,0,5,0,0,0
3.0,1,0,0,1,40,1.0,4,0,3,4,4,0,0,0
1.0,0,1,1,3,50,1.0,9,0,3,7,7,0,0,0
2.33,2,2,0,3,50,1.0,9,0,3,7,7,0,0,0
3.0,2,1,0,2,48,1.0,4,0,0,3,7,0,0,0
3.0,2,2,1,3,92,1.0,8,0,1,7,13,0,0,0
2.33,2,0,0,3,92,1.0,8,0,1,7,13,0,0,0
2.67,0,0,0,2,43,1.0,5,0,0,0,3,0,0,0
2.0,1,2,1,3,43,1.0,5,0,0,0,3,0,0,0
1.0,0,0,0,3,43,1.0,5,0,0,0,3,0,0,0
2.0,1,1,2,3,82,1.0,6,0,2,8,13,0,0,0
2.0,1,1,2,4,82,1.0,6,0,2,8,13,0,0,0
1.33,0,1,1,2,46,1.0,5,0,1,2,6,0,0,0
2.33,0,2,2,3,46,1.0,5,0,1,2,6,0,0,0
1.33,1,2,2,3,46,1.0,5,0,1,2,6,0,0,0
2.0,1,3,3,3,46,1.0,5,0,1,2,6,0,0,0
3.0,2,1,0,2,117,1.0,5,0,0,2,13,0,0,0
1.67,0,1,1,2,85,1.0,9,0,2,3,10,0,0,0
2.0,0,2,2,2,85,1.0,9,0,2,3,10,0,0,0
2.33,2,3,1,3,148,1.0,12,1,3,7,28,0,0,0
2.0,2,2,1,3,148,1.0,12,1,3,7,28,0,1,1
2.67,2,5,3,7,148,1.0,12,1,3,7,28,0,1,1
2.33,3,3,2,4,148,1.0,12,1,3,7,28,0,0,0
2.0,1,1,0,2,148,1.0,12,0,3,7,28,0,0,0
2.0,1,3,1,5,148,1.0,12,0,3,7,28,0,0,0
2.33,4,2,2,4,148,1.0,12,0,3,7,28,0,0,0
2.33,2,2,2,4,101,1.0,10,1,0,2,12,0,0,0
3.0,1,2,2,2,101,1.0,10,0,0,2,12,0,0,0
1.0,0,0,0,2,100,1.0,4,0,2,2,5,0,0,0
2.33,0,1,1,2,100,1.0,4,0,2,2,5,0,0,0
2.0,2,4,1,4,100,1.0,4,0,2,2,5,0,0,0
1.67,1,3,2,3,100,1.0,4,0,2,2,5,0,0,0
1.0,0,0,0,2,100,1.0,4,0,2,2,5,0,0,0
2.0,1,1,1,2,58,1.0,4,0,1,3,7,0,0,0
1.0,0,0,1,2,72,1.0,5,0,3,1,13,0,0,0
2.33,2,2,1,2,108,1.0,7,0,0,7,18,0,0,0
2.67,2,2,2,2,242,1.0,11,0,1,5,19,0,0,0
2.33,2,2,2,3,242,1.0,11,0,1,5,19,0,0,0
1.67,0,0,0,2,242,1.0,11,0,1,5,19,0,0,0
3.0,1,2,1,2,50,1.0,6,0,0,4,12,0,0,0
2.0,2,1,0,3,58,1.0,4,0,1,3,8,0,0,0
2.67,1,1,0,3,58,1.0,4,0,1,3,8,0,0,0
2.75,1,2,1,2,58,1.0,4,0,1,3,8,0,0,0
1.67,1,0,0,2,58,1.0,4,0,1,3,8,0,0,0
2.0,0,0,0,2,53,1.0,6,0,1,3,6,0,0,0
2.0,0,0,0,2,53,1.0,6,0,1,3,6,0,0,0
1.67,0,0,0,2,53,1.0,6,0,1,3,6,0,0,0
2.33,1,1,0,3,53,1.0,6,0,1,3,6,0,0,0
2.67,2,2,0,2,53,1.0,6,0,1,3,6,0,0,0
2.67,2,2,1,3,53,1.0,6,0,1,3,6,0,0,0
2.67,0,0,0,2,53,1.0,6,0,1,3,6,0,0,0
2.67,2,2,1,2,43,1.0,6,0,2,4,7,0,0,0
2.0,1,2,1,2,43,1.0,6,0,2,4,7,0,0,0
2.33,2,3,2,3,43,1.0,6,0,2,4,7,0,0,0
2.67,2,3,1,3,91,1.0,7,0,1,3,13,0,0,0
3.0,2,2,0,2,91,1.0,7,0,1,3,13,0,0,0
1.0,2,2,1,4,91,1.0,7,1,1,3,13,0,0,0
1.0,0,1,1,3,91,1.0,7,0,1,3,13,0,0,0
2.33,0,0,0,2,61,1.0,7,0,1,5,7,0,0,0
3.0,3,3,0,3,48,1.0,5,0,1,3,9,0,0,0
3.0,3,3,1,5,48,1.0,5,1,1,3,9,1,1,1
1.67,0,0,0,3,65,1.0,5,0,1,5,6,0,0,0
1.5,0,0,0,5,65,1.0,5,0,1,5,6,0,0,0
3.0,2,2,2,2,65,1.0,5,0,1,5,6,0,0,0
3.0,3,3,1,3,184,1.0,12,0,2,2,19,0,0,0
3.0,1,2,1,3,74,1.0,6,0,3,3,5,0,0,0
2.33,1,2,1,3,74,1.0,6,0,3,3,5,0,0,0
3.0,0,1,1,2,74,1.0,6,0,3,3,5,0,0,0
2.33,1,2,1,4,74,1.0,6,0,3,3,5,0,0,0
3.0,2,2,0,2,144,1.0,12,1,1,4,9,0,0,0
2.33,2,1,1,3,67,1.0,5,0,2,2,7,0,0,0
2.33,2,1,0,3,67,1.0,5,0,2,2,7,0,0,0
2.0,1,2,1,3,67,1.0,5,0,2,2,7,0,0,0
2.33,1,0,0,2,67,1.0,5,0,2,2,7,0,0,0
1.33,2,3,1,4,60,1.0,5,1,2,4,9,0,0,0
1.67,1,2,0,3,60,1.0,5,0,2,4,9,0,0,0
2.33,1,1,0,2,60,1.0,5,0,2,4,9,0,0,0
3.0,2,2,0,2,46,1.0,4,0,1,2,8,0,0,0
2.67,1,1,0,2,46,1.0,4,0,1,2,8,0,0,0
1.33,0,1,1,2,141,1.0,7,0,1,7,18,0,0,0
3.0,1,1,1,1,141,1.0,7,0,1,7,18,0,0,0
1.67,1,2,2,4,141,1.0,7,0,1,7,18,0,0,0
2.67,1,1,0,1,29,1.0,4,0,2,3,3,0,0,0
1.33,1,0,0,3,60,1.0,6,0,0,0,11,0,0,0
3.0,2,0,0,2,60,1.0,6,0,0,0,11,0,0,0
1.67,2,1,0,3,60,1.0,6,0,0,0,11,0,0,0
2.0,2,1,0,3,60,1.0,6,0,0,0,11,0,0,0
2.0,4,1,1,5,60,1.0,6,0,0,0,11,0,0,0
3.0,3,1,1,3,60,1.0,6,0,0,0,11,0,0,0
3.0,1,0,0,2,60,1.0,6,0,0,0,11,0,0,0
2.67,2,4,4,5,192,1.0,11,1,2,6,14,0,0,0
3.0,3,3,2,3,192,1.0,11,1,2,6,14,0,0,0
3.0,3,4,4,4,192,1.0,11,0,2,6,14,0,0,0
3.0,2,4,4,4,192,1.0,11,0,2,6,14,0,0,0
2.33,2,3,3,4,192,1.0,11,0,2,6,14,0,0,0
1.0,0,0,0,3,37,1.0,4,1,0,2,2,0,0,0
1.0,0,0,0,2,37,1.0,4,0,0,2,2,0,0,0
2.0,1,1,1,1,37,1.0,4,0,0,2,2,0,0,0
1.0,1,1,1,3,84,1.0,6,1,3,6,8,0,0,0
2.67,2,2,1,2,84,1.0,6,1,3,6,8,0,0,0
3.0,0,1,1,2,84,1.0,6,0,3,6,8,0,0,0
2.33,1,1,0,2,63,1.0,7,0,2,0,9,0,0,0
3.0,1,2,0,2,63,1.0,7,0,2,0,9,0,0,0
2.0,3,4,4,5,113,1.0,10,1,1,4,11,0,0,0
2.67,1,2,2,2,281,1.0,13,0,1,2,11,0,0,0
2.67,2,2,2,3,92,1.0,6,0,1,1,10,0,0,0
3.0,1,2,1,2,92,1.0,6,0,1,1,10,0,0,0
2.33,1,1,1,2,166,1.0,13,0,2,5,15,0,0,0
2.33,2,2,1,2,166,1.0,13,0,2,5,15,0,0,0
3.0,4,4,1,4,108,1.0,6,0,0,0,9,0,0,0
3.0,4,4,1,4,108,1.0,6,0,0,0,9,0,0,0
3.0,2,3,2,3,108,1.0,6,0,0,0,9,0,0,0
1.67,2,2,0,3,203,1.0,12,0,2,6,28,0,0,0
2.33,1,1,0,3,203,1.0,12,0,2,6,28,0,0,0
3.0,0,0,0,1,203,1.0,12,0,2,6,28,0,0,0
2.67,2,2,1,3,203,1.0,12,0,2,6,28,0,0,0
1.33,1,2,1,4,83,1.0,7,0,0,2,9,0,0,0
1.0,1,2,1,3,83,1.0,7,0,0,2,9,0,0,0
2.0,1,2,2,3,83,1.0,7,0,0,2,9,0,0,0
1.33,2,2,4,6,119,1.0,8,3,3,1,13,0,0,0
2.33,1,2,0,3,119,1.0,8,0,3,1,13,0,0,0
2.67,0,0,1,2,119,1.0,8,0,3,1,13,0,0,0
3.0,0,0,0,2,119,1.0,8,0,3,1,13,0,0,0
2.33,0,1,0,2,119,1.0,8,0,3,1,13,0,0,0
2.67,0,1,0,2,119,1.0,8,0,3,1,13,0,0,0
2.33,1,2,0,3,119,1.0,8,0,3,1,13,0,0,0
2.0,1,1,1,2,119,1.0,8,0,3,1,13,0,0,0
2.33,0,0,0,2,119,1.0,8,0,3,1,13,0,0,0
2.0,0,0,0,2,119,1.0,8,0,3,1,13,0,0,0
1.67,0,1,1,3,119,1.0,8,0,3,1,13,0,0,0
3.0,1,2,0,3,119,1.0,8,0,3,1,13,0,0,0
2.67,1,2,0,3,119,1.0,8,0,3,1,13,0,0,0
2.33,0,1,1,2,119,1.0,8,0,3,1,13,0,0,0
2.67,2,2,3,4,333,1.0,17,1,0,6,27,0,0,0
3.0,1,2,2,2,333,1.0,17,0,0,6,27,0,0,0
2.67,2,2,2,3,333,1.0,17,0,0,6,27,0,0,0
2.33,2,2,3,4,333,1.0,17,1,0,6,27,0,0,0
1.67,2,2,2,3,333,1.0,17,0,0,6,27,0,0,0
2.33,2,2,2,5,333,1.0,17,0,0,6,27,0,0,0
2.67,0,3,2,3,333,1.0,17,0,0,6,27,0,0,0
3.0,3,3,3,3,333,1.0,17,0,0,6,27,0,0,0
1.67,0,0,0,2,144,1.0,11,0,3,4,18,0,0,0
1.67,1,1,1,3,205,1.0,9,0,2,2,20,0,0,0
1.0,0,3,1,4,38,1.0,5,0,2,3,6,0,0,0
2.67,0,1,1,2,80,1.0,7,0,0,11,6,0,0,0
2.0,1,2,2,3,53,1.0,6,0,2,4,10,0,0,0
2.0,2,2,1,3,67,1.0,6,0,0,5,11,0,0,0
2.67,3,4,2,5,67,1.0,6,0,0,5,11,0,0,0
3.0,2,2,1,2,67,1.0,6,0,0,5,11,0,0,0
3.0,0,1,1,2,85,1.0,5,0,0,7,16,0,0,0
3.0,0,1,1,3,85,1.0,5,0,0,7,16,0,0,0
2.67,2,2,0,3,29,1.0,4,0,0,1,6,0,0,0
2.33,0,1,1,2,328,1.0,15,0,0,6,23,0,0,0
1.67,1,3,2,5,328,1.0,15,0,0,6,23,0,0,0
3.0,1,1,1,2,328,1.0,15,0,0,6,23,0,0,0
3.0,2,2,2,3,328,1.0,15,0,0,6,23,0,0,0
2.33,0,2,2,3,328,1.0,15,0,0,6,23,0,0,0
3.0,3,3,2,4,143,1.0,8,0,1,5,9,0,0,0
2.67,0,1,0,2,74,1.0,4,0,1,2,11,0,0,0
2.67,1,1,0,3,74,1.0,4,0,1,2,11,0,0,0
1.0,0,1,0,1,74,1.0,4,0,1,2,11,0,0,0
2.67,0,3,0,3,74,1.0,4,0,1,2,11,0,0,0
2.33,1,1,1,2,40,1.0,6,0,3,2,5,0,0,0
2.0,2,2,1,2,40,1.0,6,0,3,2,5,0,0,0
2.0,1,1,0,2,33,1.0,5,0,2,2,9,0,0,0
2.67,2,2,0,2,33,1.0,5,0,2,2,9,0,0,0
1.67,2,2,0,3,33,1.0,5,0,2,2,9,0,0,0
3.0,1,2,1,3,81,1.0,6,0,3,5,6,0,0,0
1.33,0,0,0,2,81,1.0,6,0,3,5,6,0,0,0
2.67,1,1,1,3,81,1.0,6,0,3,5,6,0,0,0
2.67,0,1,1,3,81,1.0,6,0,3,5,6,0,0,0
3.0,0,2,2,2,81,1.0,6,0,3,5,6,0,0,0
3.0,1,2,2,3,81,1.0,6,0,3,5,6,0,0,0
2.67,1,1,0,2,56,1.0,6,0,7,3,7,0,0,0
2.67,1,1,0,1,56,1.0,6,0,7,3,7,0,0,0
2.33,2,3,0,3,56,1.0,6,0,7,3,7,0,0,0
3.0,1,1,1,2,56,1.0,6,1,7,3,7,0,0,0
3.0,1,1,0,2,56,1.0,6,0,7,3,7,0,0,0
2.0,1,1,0,1,54,1.0,4,0,2,2,8,0,0,0
2.33,2,3,0,4,54,1.0,4,0,2,2,8,0,0,0
2.67,1,1,1,2,54,1.0,4,0,2,2,8,0,0,0
2.67,1,1,1,2,54,1.0,4,0,2,2,8,0,0,0
3.0,1,3,1,3,54,1.0,4,0,2,2,8,0,0,0
3.0,0,1,1,2,104,1.0,8,0,3,6,11,0,0,0
3.0,1,1,0,1,132,1.0,9,0,2,6,11,0,0,0
2.67,1,2,2,3,121,1.0,12,0,1,2,11,0,0,0
2.33,1,4,1,5,282,1.0,13,1,2,4,19,0,0,0
3.0,3,2,2,3,75,1.0,6,0,1,2,9,0,0,0
3.0,1,1,0,1,81,1.0,6,0,3,3,15,0,0,0
2.33,3,4,3,9,108,1.0,7,2,1,6,19,0,0,0
1.67,1,0,0,1,57,1.0,6,0,3,3,7,0,0,0
3.0,2,3,2,3,60,1.0,7,0,0,2,4,0,0,0
3.0,2,2,2,2,60,1.0,7,0,0,2,4,0,0,0
2.33,3,3,2,3,60,1.0,7,0,0,2,4,0,0,0
2.67,2,2,1,2,160,1.0,12,0,0,2,11,0,0,0
2.67,2,2,1,3,112,1.0,7,0,0,2,9,0,0,0
1.67,5,5,1,7,112,1.0,7,0,0,2,9,0,0,0
3.0,3,3,1,3,112,1.0,7,0,0,2,9,0,0,0
3.0,3,3,3,3,112,1.0,7,0,0,2,9,0,0,0
3.0,2,2,1,2,85,1.0,6,0,3,3,6,0,0,0
2.67,3,3,2,4,158,1.0,13,0,1,4,11,0,0,0
2.33,2,3,2,4,158,1.0,13,0,1,4,11,0,0,0
2.67,4,4,1,7,81,1.0,5,0,0,0,8,0,0,0
3.0,2,2,0,3,81,1.0,5,0,0,0,8,0,0,0
1.67,1,2,2,5,46,1.0,4,0,1,0,4,0,0,0
2.33,2,2,1,2,59,1.0,6,0,1,5,8,0,0,0
3.0,2,2,0,2,53,1.0,6,0,2,0,7,0,0,0
3.0,1,1,0,2,53,1.0,6,0,2,0,7,0,0,0
2.0,2,2,1,3,42,1.0,4,0,3,1,5,0,0,0
2.0,1,1,0,2,42,1.0,4,0,3,1,5,0,0,0
3.0,0,0,0,2,42,1.0,4,0,3,1,5,0,0,0
3.0,2,2,0,2,142,1.0,9,0,1,5,14,0,0,0
